ID.x;study;site;SiteBlock;replicate;treatment.direction;treatment.level;grouping.x;measure;value
Chapin_1995.csv;Arctic_LTER;MAT;MAT - C;2;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.687426901
Chapin_1995.csv;Arctic_LTER;MAT;MAT - C;3;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.327898551
Chapin_1995.csv;Arctic_LTER;MAT;MAT - C;4;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.571194029
Chapin_1995.csv;Arctic_LTER;MAT;MAT - C;5;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.418866079
Chapin_1995.csv;Arctic_LTER;MAT;MAT - C;6;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.488053467
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;1;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.364197532
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;2;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.255695525
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;3;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.357404692
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;4;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.279681762
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;5;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.346719046
Chapin_1995.csv;Arctic_LTER;MAT;MAT - D;6;T;1;"1999_Chapin_1995;MAT;T;T;1;1999;2";beta.bray.bal;0.304830054
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;1;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.494275759
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;2;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.511363636
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;3;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.537500002
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;4;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.321668533
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;5;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.284355178
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - A;6;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.538961039
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;1;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.584750337
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;2;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.732142856
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;3;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.69047619
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;4;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.547554348
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;5;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.544367282
Gough_2000.csv;Arctic_LTER_1;MNT;MNT - B;6;T;1;"2000_Gough_2000;MNT;T;T;1;2000;2";beta.bray.bal;0.63018433
Cooper_2006b.csv;ITEX_4;SADVENT_WET_PHOTO;SADVENT_WET_PHOTO - A;1;T;1;"2005_Cooper_2006b;SADVENT_WET_PHOTO;T;T;1;2005;2";beta.bray.bal;0.334554335
Cooper_2006b.csv;ITEX_4;SADVENT_WET_PHOTO;SADVENT_WET_PHOTO - A;2;T;1;"2005_Cooper_2006b;SADVENT_WET_PHOTO;T;T;1;2005;2";beta.bray.bal;0.276834581
Cooper_2006b.csv;ITEX_4;SADVENT_WET_PHOTO;SADVENT_WET_PHOTO - A;3;T;1;"2005_Cooper_2006b;SADVENT_WET_PHOTO;T;T;1;2005;2";beta.bray.bal;0.292456541
Cooper_2006b.csv;ITEX_4;SADVENT_WET_PHOTO;SADVENT_WET_PHOTO - A;4;T;1;"2005_Cooper_2006b;SADVENT_WET_PHOTO;T;T;1;2005;2";beta.bray.bal;0.237375472
Cooper_2006b.csv;ITEX_4;SADVENT_WET_PHOTO;SADVENT_WET_PHOTO - A;5;T;1;"2005_Cooper_2006b;SADVENT_WET_PHOTO;T;T;1;2005;2";beta.bray.bal;0.323086654
Kluane_unpubl.csv;ITEX_3;KLUANE_PIKA;KLUANE_PIKA - A;1;T;1;"2007_Hik_unpubl;KLUANE_PIKA;T;T;1;2007;2";beta.bray.bal;0.209401695
Kluane_unpubl.csv;ITEX_3;KLUANE_PIKA;KLUANE_PIKA - B;1;T;1;"2007_Hik_unpubl;KLUANE_PIKA;T;T;1;2007;2";beta.bray.bal;0.195565009
Kluane_unpubl.csv;ITEX_3;KLUANE_PIKA;KLUANE_PIKA - C;1;T;1;"2007_Hik_unpubl;KLUANE_PIKA;T;T;1;2007;2";beta.bray.bal;0.197608256
Kluane_unpubl.csv;ITEX_3;KLUANE_PIKA;KLUANE_PIKA - D;1;T;1;"2007_Hik_unpubl;KLUANE_PIKA;T;T;1;2007;2";beta.bray.bal;0.184332544
Blok_2017a.csv;ITEX_10;ZACKENBERG_CASSIOPE_SITE;ZACKENBERG_CASSIOPE_SITE - A;1;T;1;"2008_Blok_2017a;ZACKENBERG_CASSIOPE_SITE;T;T;1;2008;2";beta.bray.bal;0.24556411
Blok_2017a.csv;ITEX_10;ZACKENBERG_CASSIOPE_SITE;ZACKENBERG_CASSIOPE_SITE - A;2;T;1;"2008_Blok_2017a;ZACKENBERG_CASSIOPE_SITE;T;T;1;2008;2";beta.bray.bal;0.258894442
Blok_2017a.csv;ITEX_10;ZACKENBERG_CASSIOPE_SITE;ZACKENBERG_CASSIOPE_SITE - A;3;T;1;"2008_Blok_2017a;ZACKENBERG_CASSIOPE_SITE;T;T;1;2008;2";beta.bray.bal;0.178168784
Blok_2017a.csv;ITEX_10;ZACKENBERG_CASSIOPE_SITE;ZACKENBERG_CASSIOPE_SITE - A;4;T;1;"2008_Blok_2017a;ZACKENBERG_CASSIOPE_SITE;T;T;1;2008;2";beta.bray.bal;0.052156981
Blok_2017a.csv;ITEX_10;ZACKENBERG_CASSIOPE_SITE;ZACKENBERG_CASSIOPE_SITE - A;5;T;1;"2008_Blok_2017a;ZACKENBERG_CASSIOPE_SITE;T;T;1;2008;2";beta.bray.bal;0.191698759
Blok_2017b.csv;ITEX_10;ZACKENBERG_SALIX_SITE;ZACKENBERG_SALIX_SITE - A;1;T;1;"2008_Blok_2017b;ZACKENBERG_SALIX_SITE;T;T;1;2008;2";beta.bray.bal;0.223589859
Blok_2017b.csv;ITEX_10;ZACKENBERG_SALIX_SITE;ZACKENBERG_SALIX_SITE - A;2;T;1;"2008_Blok_2017b;ZACKENBERG_SALIX_SITE;T;T;1;2008;2";beta.bray.bal;0.247508306
Blok_2017b.csv;ITEX_10;ZACKENBERG_SALIX_SITE;ZACKENBERG_SALIX_SITE - A;3;T;1;"2008_Blok_2017b;ZACKENBERG_SALIX_SITE;T;T;1;2008;2";beta.bray.bal;0.111247386
Blok_2017b.csv;ITEX_10;ZACKENBERG_SALIX_SITE;ZACKENBERG_SALIX_SITE - A;4;T;1;"2008_Blok_2017b;ZACKENBERG_SALIX_SITE;T;T;1;2008;2";beta.bray.bal;0.227641333
Blok_2017b.csv;ITEX_10;ZACKENBERG_SALIX_SITE;ZACKENBERG_SALIX_SITE - A;5;T;1;"2008_Blok_2017b;ZACKENBERG_SALIX_SITE;T;T;1;2008;2";beta.bray.bal;0.238428379
Cooper_2006a.csv;ITEX_4;SADVENT_MES_PHOTO;SADVENT_MES_PHOTO - A;1;T;1;"2008_Cooper_2006a;SADVENT_MES_PHOTO;T;T;1;2005;2";beta.bray.bal;0.276204755
Cooper_2006a.csv;ITEX_4;SADVENT_MES_PHOTO;SADVENT_MES_PHOTO - A;2;T;1;"2008_Cooper_2006a;SADVENT_MES_PHOTO;T;T;1;2005;2";beta.bray.bal;0.338963688
Cooper_2006a.csv;ITEX_4;SADVENT_MES_PHOTO;SADVENT_MES_PHOTO - A;3;T;1;"2008_Cooper_2006a;SADVENT_MES_PHOTO;T;T;1;2005;2";beta.bray.bal;0.347697756
Cooper_2006a.csv;ITEX_4;SADVENT_MES_PHOTO;SADVENT_MES_PHOTO - A;4;T;1;"2008_Cooper_2006a;SADVENT_MES_PHOTO;T;T;1;2005;2";beta.bray.bal;0.20185185
Cooper_2006a.csv;ITEX_4;SADVENT_MES_PHOTO;SADVENT_MES_PHOTO - A;5;T;1;"2008_Cooper_2006a;SADVENT_MES_PHOTO;T;T;1;2005;2";beta.bray.bal;0.227183141
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;1;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.690274841
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;10;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.552083333
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;2;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.562957431
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;3;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.500881315
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;4;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.391902834
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;5;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.50551402
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;6;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.639851756
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;7;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.506507265
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;8;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.458914728
Fosaa_2015.csv;ITEX_2;FAROE_SORNFELLI;FAROE_SORNFELLI - A;9;T;1;"2008_Forsaa_2015;FAROE_SORNFELLI;T;T;1;2008;2";beta.bray.bal;0.618129219
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;1;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.665243754
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;2;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.735125318
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;3;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.604553318
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;4;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.695042636
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;5;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.673531494
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;6;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.287581401
Hofgaard_2010.csv;ITEX_1;DOVRE_KUNTSHOE;DOVRE_KUNTSHOE - A;7;T;1;"2008_Hofgaard_2010;DOVRE_KUNTSHOE;T;T;1;2008;2";beta.bray.bal;0.857634142
Keuper_2011a.csv;ITEX_9;ABISKO_PEATLAND;ABISKO_PEATLAND - A;1;T;1;"2008_Keuper_2011a;ABISKO_PEATLAND;T;T;1;2008;2";beta.bray.bal;0.210500205
Keuper_2011a.csv;ITEX_9;ABISKO_PEATLAND;ABISKO_PEATLAND - A;2;T;1;"2008_Keuper_2011a;ABISKO_PEATLAND;T;T;1;2008;2";beta.bray.bal;0.286459323
Keuper_2011a.csv;ITEX_9;ABISKO_PEATLAND;ABISKO_PEATLAND - A;3;T;1;"2008_Keuper_2011a;ABISKO_PEATLAND;T;T;1;2008;2";beta.bray.bal;0.242898161
Keuper_2011a.csv;ITEX_9;ABISKO_PEATLAND;ABISKO_PEATLAND - A;4;T;1;"2008_Keuper_2011a;ABISKO_PEATLAND;T;T;1;2008;2";beta.bray.bal;0.325040154
Keuper_2011a.csv;ITEX_9;ABISKO_PEATLAND;ABISKO_PEATLAND - A;5;T;1;"2008_Keuper_2011a;ABISKO_PEATLAND;T;T;1;2008;2";beta.bray.bal;0.198722453
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - A;1;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.41294743
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - B;2;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.214682908
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - C;3;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.352944104
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - D;4;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.41614056
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - E;5;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.278435263
Rinnan_2007.csv;ITEX_8;ABISKO_ABISKOWET;ABISKO_ABISKOWET - F;6;T;1;"2008_Rinnan_2007;ABISKO_ABISKOWET;T;T;1;2008;2";beta.bray.bal;0.425466201
Rinnan_2009.csv;ITEX_12;KILPISJARVI_KILPISJARVI;KILPISJARVI_KILPISJARVI - A;1;T;1;"2008_Rinnan_2009;KILPISJARVI_KILPISJARVI;T;T;1;2008;2";beta.bray.bal;0.232196969
Rinnan_2009.csv;ITEX_12;KILPISJARVI_KILPISJARVI;KILPISJARVI_KILPISJARVI - A;2;T;1;"2008_Rinnan_2009;KILPISJARVI_KILPISJARVI;T;T;1;2008;2";beta.bray.bal;0.401175242
Rinnan_2009.csv;ITEX_12;KILPISJARVI_KILPISJARVI;KILPISJARVI_KILPISJARVI - A;3;T;1;"2008_Rinnan_2009;KILPISJARVI_KILPISJARVI;T;T;1;2008;2";beta.bray.bal;0.428099174
Rinnan_2009.csv;ITEX_12;KILPISJARVI_KILPISJARVI;KILPISJARVI_KILPISJARVI - A;4;T;1;"2008_Rinnan_2009;KILPISJARVI_KILPISJARVI;T;T;1;2008;2";beta.bray.bal;0.379503698
Rinnan_2009.csv;ITEX_12;KILPISJARVI_KILPISJARVI;KILPISJARVI_KILPISJARVI - A;5;T;1;"2008_Rinnan_2009;KILPISJARVI_KILPISJARVI;T;T;1;2008;2";beta.bray.bal;0.39638572
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - A;1;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.595170177
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - B;2;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.311259706
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - C;3;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.327000829
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - D;4;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.700328379
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - E;5;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.449373234
Sorensen_2012.csv;ITEX_7;ABISKO_ABISKODRY;ABISKO_ABISKODRY - F;6;T;1;"2008_Sorensen_2012;ABISKO_ABISKODRY;T;T;1;2008;2";beta.bray.bal;0.160099897
Grime_2008a.csv;Grime_2008;Buxton;Buxton - A;1;T;1;"2009_Grime_2008a;Buxton;T;T;1;2009;2";beta.bray.bal;0.394410278
Grime_2008a.csv;Grime_2008;Buxton;Buxton - B;2;T;1;"2009_Grime_2008a;Buxton;T;T;1;2009;2";beta.bray.bal;0.319550698
Grime_2008a.csv;Grime_2008;Buxton;Buxton - C;3;T;1;"2009_Grime_2008a;Buxton;T;T;1;2009;2";beta.bray.bal;0.451833849
Grime_2008a.csv;Grime_2008;Buxton;Buxton - D;4;T;1;"2009_Grime_2008a;Buxton;T;T;1;2009;2";beta.bray.bal;0.237638773
Grime_2008a.csv;Grime_2008;Buxton;Buxton - E;5;T;1;"2009_Grime_2008a;Buxton;T;T;1;2009;2";beta.bray.bal;0.271569319
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;1;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.367184224
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;2;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.797645722
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;3;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.205037033
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;4;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.319091336
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;5;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.259070762
Yang_2011.csv;Yang_2011;Duolun.County;Duolun.County - A;6;T;1;"2009_Yang_2011;Duolun.County;T;T;1;2009;2";beta.bray.bal;0.337059244
Olsen_2014.csv;Olsen_2014;Finse;Finse - B;1;T;1;"2012_Olsen_2014;Finse;T;T;1;2012;2";beta.bray.bal;0.350604948
Olsen_2014.csv;Olsen_2014;Finse;Finse - D;2;T;1;"2012_Olsen_2014;Finse;T;T;1;2012;2";beta.bray.bal;0.476535091
Olsen_2014.csv;Olsen_2014;Finse;Finse - E;3;T;1;"2012_Olsen_2014;Finse;T;T;1;2012;2";beta.bray.bal;0.387264139
Olsen_2014.csv;Olsen_2014;Finse;Finse - F;4;T;1;"2012_Olsen_2014;Finse;T;T;1;2012;2";beta.bray.bal;0.339899018
Olsen_2014.csv;Olsen_2014;Finse;Finse - H;5;T;1;"2012_Olsen_2014;Finse;T;T;1;2012;2";beta.bray.bal;0.546737595
Ronk_2019a.csv;Ronk_2019;L;L - A;1;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.345517093
Ronk_2019a.csv;Ronk_2019;L;L - B;2;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.157917697
Ronk_2019a.csv;Ronk_2019;L;L - C;3;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.340428435
Ronk_2019a.csv;Ronk_2019;L;L - D;4;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.309075194
Ronk_2019a.csv;Ronk_2019;L;L - E;5;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.469675818
Ronk_2019a.csv;Ronk_2019;L;L - F;6;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.301333801
Ronk_2019a.csv;Ronk_2019;L;L - G;7;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.511613209
Ronk_2019a.csv;Ronk_2019;L;L - H;8;T;1;"2012_Ronk_2019a;L;T;T;1;2012;2";beta.bray.bal;0.354126941
